,id,firstname,surname,born,died,bornCountry,bornCountryCode,bornCity,diedCountry,diedCountryCode,diedCity,gender,year,category,overallMotivation,share,motivation,name,city,country,age,anglosphere,gender_binary
102,99,Brian David,Josephson,1940-01-04,,United Kingdom,GB,Cardiff,,,,male,1973.0,physics,,2.0,"""for his theoretical predictions of the properties of a supercurrent through a tunnel barrier, in particular those phenomena which are generally known as the Josephson effects""",University of Cambridge,Cambridge,United Kingdom,33,1,1
103,100,Sir Martin,Ryle,1918-09-27,1984-10-14,United Kingdom,GB,Brighton,United Kingdom,GB,Cambridge,male,1974.0,physics,,2.0,"""for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars""",University of Cambridge,Cambridge,United Kingdom,56,1,1
104,101,Antony,Hewish,1924-05-11,,United Kingdom,GB,Fowey,,,,male,1974.0,physics,,2.0,"""for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars""",University of Cambridge,Cambridge,United Kingdom,50,1,1
105,102,Aage Niels,Bohr,1922-06-19,2009-09-08,Denmark,DK,Copenhagen,Denmark,DK,Copenhagen,male,1975.0,physics,,3.0,"""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection""",Niels Bohr Institute,Copenhagen,Denmark,53,0,1
106,103,Ben Roy,Mottelson,1926-07-09,,USA,US,"Chicago, IL",,,,male,1975.0,physics,,3.0,"""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection""",Nordita,Copenhagen,Denmark,49,1,1
107,104,Leo James,Rainwater,1917-12-09,1986-03-31,USA,US,"Council, ID",USA,US,"Yonkers, NY",male,1975.0,physics,,3.0,"""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection""",Columbia University,"New York, NY",USA,58,1,1
108,105,Burton,Richter,1931-03-22,,USA,US,"Brooklyn, NY",,,,male,1976.0,physics,,2.0,"""for their pioneering work in the discovery of a heavy elementary particle of a new kind""",Stanford Linear Accelerator Center,"Stanford, CA",USA,45,1,1
109,106,Samuel Chao Chung,Ting,1936-01-27,,USA,US,"Ann Arbor, MI",,,,male,1976.0,physics,,2.0,"""for their pioneering work in the discovery of a heavy elementary particle of a new kind""",Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,40,1,1
110,107,Philip Warren,Anderson,1923-12-13,,USA,US,"Indianapolis, IN",,,,male,1977.0,physics,,3.0,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",Bell Telephone Laboratories,"Murray Hill, NJ",USA,54,1,1
111,108,Sir Nevill Francis,Mott,1905-09-30,1996-08-08,United Kingdom,GB,Leeds,United Kingdom,GB,Milton Keynes,male,1977.0,physics,,3.0,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",University of Cambridge,Cambridge,United Kingdom,72,1,1
112,109,John Hasbrouck,van Vleck,1899-03-13,1980-10-27,USA,US,"Middletown, CT",USA,US,"Cambridge, MA",male,1977.0,physics,,3.0,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",Harvard University,"Cambridge, MA",USA,78,1,1
113,110,Pyotr Leonidovich,Kapitsa,1894-07-09,1984-04-08,Russian Empire (now Russia),RU,Kronshtadt,USSR (now Russia),RU,Moscow,male,1978.0,physics,,2.0,"""for his basic inventions and discoveries in the area of low-temperature physics""",Academy of Sciences,Moscow,USSR,84,0,1
114,111,Arno Allan,Penzias,1933-04-26,,Germany,DE,Munich,,,,male,1978.0,physics,,4.0,"""for their discovery of cosmic microwave background radiation""",Bell Laboratories,"Holmdel, NJ",USA,45,0,1
115,112,Robert Woodrow,Wilson,1936-01-10,,USA,US,"Houston, TX",,,,male,1978.0,physics,,4.0,"""for their discovery of cosmic microwave background radiation""",Bell Laboratories,"Holmdel, NJ",USA,42,1,1
116,113,Sheldon Lee,Glashow,1932-12-05,,USA,US,"New York, NY",,,,male,1979.0,physics,,3.0,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current""","Harvard University, Lyman Laboratory","Cambridge, MA",USA,47,1,1
117,114,Abdus,Salam,1926-01-29,1996-11-21,India (now Pakistan),PK,Jhang Maghi&#257;na,United Kingdom,GB,Oxford,male,1979.0,physics,,3.0,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current""",International Centre for Theoretical Physics,Trieste,Italy,53,0,1
118,114,Abdus,Salam,1926-01-29,1996-11-21,India (now Pakistan),PK,Jhang Maghi&#257;na,United Kingdom,GB,Oxford,male,1979.0,physics,,3.0,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current""",Imperial College,London,United Kingdom,53,0,1
119,115,Steven,Weinberg,1933-05-03,,USA,US,"New York, NY",,,,male,1979.0,physics,,3.0,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current""",Harvard University,"Cambridge, MA",USA,46,1,1
120,116,James Watson,Cronin,1931-09-29,2016-08-25,USA,US,"Chicago, IL",USA,US,"St. Paul, MN",male,1980.0,physics,,2.0,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""",University of Chicago,"Chicago, IL",USA,49,1,1
121,117,Val Logsdon,Fitch,1923-03-10,2015-02-05,USA,US,"Merriman, NE",USA,US,"Princeton, NJ",male,1980.0,physics,,2.0,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""",Princeton University,"Princeton, NJ",USA,57,1,1
122,118,Nicolaas,Bloembergen,1920-03-11,,the Netherlands,NL,Dordrecht,,,,male,1981.0,physics,,4.0,"""for their contribution to the development of laser spectroscopy""",Harvard University,"Cambridge, MA",USA,61,0,1
123,119,Arthur Leonard,Schawlow,1921-05-05,1999-04-28,USA,US,"Mount Verno, NY",USA,US,"Palo Alto, CA",male,1981.0,physics,,4.0,"""for their contribution to the development of laser spectroscopy""",Stanford University,"Stanford, CA",USA,60,1,1
124,120,Kai M.,Siegbahn,1918-04-20,2007-07-20,Sweden,SE,Lund,Sweden,SE,Ängelholm,male,1981.0,physics,,2.0,"""for his contribution to the development of high-resolution electron spectroscopy""",Uppsala University,Uppsala,Sweden,63,0,1
125,121,Kenneth G.,Wilson,1936-06-08,2013-06-15,USA,US,"Waltham, MA",USA,US,"Saco, ME",male,1982.0,physics,,1.0,"""for his theory for critical phenomena in connection with phase transitions""",Cornell University,"Ithaca, NY",USA,46,1,1
126,122,Subramanyan,Chandrasekhar,1910-10-19,1995-08-21,India (now Pakistan),PK,Lahore,USA,US,"Chicago, IL",male,1983.0,physics,,2.0,"""for his theoretical studies of the physical processes of importance to the structure and evolution of the stars""",University of Chicago,"Chicago, IL",USA,73,0,1
127,123,William Alfred,Fowler,1911-08-09,1995-03-14,USA,US,"Pittsburgh, PA",USA,US,"Pasadena, CA",male,1983.0,physics,,2.0,"""for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe""",California Institute of Technology (Caltech),"Pasadena, CA",USA,72,1,1
128,124,Carlo,Rubbia,1934-03-31,,Italy,IT,Gorizia,Switzerland,CH,Geneva,male,1984.0,physics,,2.0,"""for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction""",CERN,Geneva,Switzerland,50,0,1
129,125,Simon,van der Meer,1925-11-24,2011-03-04,the Netherlands,NL,the Hague,Switzerland,CH,Geneva,male,1984.0,physics,,2.0,"""for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction""",CERN,Geneva,Switzerland,59,0,1
130,126,Klaus,von Klitzing,1943-06-28,,German-occupied Poland (now Poland),PL,Schroda,,,,male,1985.0,physics,,1.0,"""for the discovery of the quantized Hall effect""",Max-Planck-Institut für Festkörperforschung,Stuttgart,Federal Republic of Germany,42,0,1
131,127,Ernst,Ruska,1906-12-25,1988-05-27,Germany,DE,Heidelberg,Germany,DE,West Berlin,male,1986.0,physics,,2.0,"""for his fundamental work in electron optics, and for the design of the first electron microscope""",Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Federal Republic of Germany,80,0,1
132,128,Gerd,Binnig,1947-07-20,,West Germany (now Germany),DE,Frankfurt-on-the-Main,,,,male,1986.0,physics,,4.0,"""for their design of the scanning tunneling microscope""",IBM Zurich Research Laboratory,Rüschlikon,Switzerland,39,0,1
133,129,Heinrich,Rohrer,1933-06-06,2013-05-16,Switzerland,CH,Buchs,Switzerland,CH,Wollerau,male,1986.0,physics,,4.0,"""for their design of the scanning tunneling microscope""",IBM Zurich Research Laboratory,Rüschlikon,Switzerland,53,0,1
134,130,J. Georg,Bednorz,1950-05-16,,West Germany (now Germany),DE,Neuenkirchen,,,,male,1987.0,physics,,2.0,"""for their important break-through in the discovery of superconductivity in ceramic materials""",IBM Zurich Research Laboratory,Rüschlikon,Switzerland,37,0,1
135,131,K. Alexander,Müller,1927-04-20,,Switzerland,CH,Basel,,,,male,1987.0,physics,,2.0,"""for their important break-through in the discovery of superconductivity in ceramic materials""",IBM Zurich Research Laboratory,Rüschlikon,Switzerland,60,0,1
136,132,Leon M.,Lederman,1922-07-15,,USA,US,"New York, NY",,,,male,1988.0,physics,,3.0,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",Fermi National Accelerator Laboratory,"Batavia, IL",USA,66,1,1
137,133,Melvin,Schwartz,1932-11-02,2006-08-28,USA,US,"New York, NY",USA,US,"Twin Falls, ID",male,1988.0,physics,,3.0,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""","Digital Pathways, Inc.","Mountain View, CA",USA,56,1,1
138,134,Jack,Steinberger,1921-05-25,,Germany,DE,Bad Kissingen,,,,male,1988.0,physics,,3.0,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",CERN,Geneva,Switzerland,67,0,1
139,135,Norman F.,Ramsey,1915-08-27,2011-11-04,USA,US,"Washington, DC",USA,US,"Wayland, MA",male,1989.0,physics,,2.0,"""for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks""",Harvard University,"Cambridge, MA",USA,74,1,1
140,136,Hans G.,Dehmelt,1922-09-09,,Prussia (now Germany),DE,Görlitz,,,,male,1989.0,physics,,4.0,"""for the development of the ion trap technique""",University of Washington,"Seattle, WA",USA,67,0,1
141,137,Wolfgang,Paul,1913-08-10,1993-12-07,Germany,DE,Lorenzkirch,Germany,DE,Bonn,male,1989.0,physics,,4.0,"""for the development of the ion trap technique""",University of Bonn,Bonn,Federal Republic of Germany,76,0,1
142,138,Jerome I.,Friedman,1930-03-28,,USA,US,"Chicago, IL",,,,male,1990.0,physics,,3.0,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,60,1,1
143,139,Henry W.,Kendall,1926-12-09,1999-02-15,USA,US,"Boston, MA",USA,US,"Wakulla Springs State Park, FL",male,1990.0,physics,,3.0,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,64,1,1
144,140,Richard E.,Taylor,1929-11-02,,Canada,CA,"Medicine Hat, Alberta",,,,male,1990.0,physics,,3.0,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",Stanford University,"Stanford, CA",USA,61,1,1
145,141,Pierre-Gilles,de Gennes,1932-10-24,2007-05-18,France,FR,Paris,France,FR,Orsay,male,1991.0,physics,,1.0,"""for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter, in particular to liquid crystals and polymers""",Collège de France,Paris,France,59,0,1
146,142,Georges,Charpak,1924-08-01,2010-09-29,Poland,PL,Dabrovica,France,FR,Paris,male,1992.0,physics,,1.0,"""for his invention and development of particle detectors, in particular the multiwire proportional chamber""",École Supérieure de Physique et Chimie,Paris,France,68,0,1
147,142,Georges,Charpak,1924-08-01,2010-09-29,Poland,PL,Dabrovica,France,FR,Paris,male,1992.0,physics,,1.0,"""for his invention and development of particle detectors, in particular the multiwire proportional chamber""",CERN,Geneva,Switzerland,68,0,1
148,143,Russell A.,Hulse,1950-11-28,,USA,US,"New York, NY",,,,male,1993.0,physics,,2.0,"""for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation""",Princeton University,"Princeton, NJ",USA,43,1,1
149,144,Joseph H.,Taylor Jr.,1941-03-29,,USA,US,"Philadelphia, PA",,,,male,1993.0,physics,,2.0,"""for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation""",Princeton University,"Princeton, NJ",USA,52,1,1
150,145,Bertram N.,Brockhouse,1918-07-15,2003-10-13,Canada,CA,"Lethbridge, Alberta",Canada,CA,"Hamilton, Ontario",male,1994.0,physics,"""for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter""",2.0,"""for the development of neutron spectroscopy""",McMaster University,"Hamilton, Ontario",Canada,76,1,1
151,146,Clifford G.,Shull,1915-09-23,2001-03-31,USA,US,"Pittsburgh, PA",USA,US,"Medford, MA",male,1994.0,physics,"""for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter""",2.0,"""for the development of the neutron diffraction technique""",Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,79,1,1
152,147,Martin L.,Perl,1927-06-24,2014-09-30,USA,US,"New York, NY",USA,US,"Palo Alto, CA",male,1995.0,physics,"""for pioneering experimental contributions to lepton physics""",2.0,"""for the discovery of the tau lepton""",Stanford University,"Stanford, CA",USA,68,1,1
153,148,Frederick,Reines,1918-03-16,1998-08-26,USA,US,"Paterson, NJ",USA,US,"Orange, CA",male,1995.0,physics,"""for pioneering experimental contributions to lepton physics""",2.0,"""for the detection of the neutrino""",University of California,"Irvine, CA",USA,77,1,1
154,149,David M.,Lee,1931-01-20,,USA,US,"Rye, NY",,,,male,1996.0,physics,,3.0,"""for their discovery of superfluidity in helium-3""",Cornell University,"Ithaca, NY",USA,65,1,1
155,150,Douglas D.,Osheroff,1945-08-01,,USA,US,"Aberdeen, WA",,,,male,1996.0,physics,,3.0,"""for their discovery of superfluidity in helium-3""",Stanford University,"Stanford, CA",USA,51,1,1
156,151,Robert C.,Richardson,1937-06-26,2013-02-19,USA,US,"Washington, DC",USA,US,"Ithaca, NY",male,1996.0,physics,,3.0,"""for their discovery of superfluidity in helium-3""",Cornell University,"Ithaca, NY",USA,59,1,1
157,152,Steven,Chu,1948-02-28,,USA,US,"St. Louis, MO",,,,male,1997.0,physics,,3.0,"""for development of methods to cool and trap atoms with laser light""",Stanford University,"Stanford, CA",USA,49,1,1
